brand_id,model_id,brand_name,model_name,image_count,years,minimum_year,maximum_year,unknown_year_images,suspicious_years,valid_labels,missing_labels,malformed_labels,invalid_bounding_boxes,viewpoint_unknown,viewpoint_1,viewpoint_2,viewpoint_3,viewpoint_4,viewpoint_5
39,1343,Toyota,Toyota IQ,120,2009;2013,2009,2013,30,,120,0,0,0,0,16,5,30,54,15
39,1344,Toyota,Toyota Aygo,120,2009;2013;2014;2015,2009,2015,0,,120,0,0,0,0,16,4,15,61,24
39,1345,Toyota,Avensis,120,2009;2012;2015,2009,2015,0,,120,0,0,0,0,8,5,26,57,24
39,1346,Toyota,Toyota Verso,120,2010;2011;2013;2014,2010,2014,0,,120,0,0,0,3,4,6,21,61,25
39,1347,Toyota,Toyota MR2,28,,,,28,,28,0,0,0,0,2,0,7,14,5
39,1348,Toyota,Toyota FT-HS,30,2006,2006,2006,0,,30,0,0,0,0,2,1,11,8,8
39,1349,Toyota,Undra,120,2009;2011;2014;2015,2009,2015,0,,120,0,0,0,1,8,9,12,65,25
39,1350,Toyota,Toyota Auris,120,2010;2011;2013;2016,2010,2016,0,,120,0,0,0,0,9,12,15,57,27
39,1351,Toyota,WISH,32,2010;2011,2010,2011,0,,32,0,0,0,0,5,2,2,18,5
39,1356,Toyota,Toyota FT-86,97,2009;2010;2011;2013,2009,2013,0,,97,0,0,0,0,10,7,21,36,23
39,1358,Toyota,Highlander abroad version,120,2014,2014,2014,0,,120,0,0,0,0,9,8,23,46,34
39,1360,Toyota,Toyota Fun-Vii,13,2011,2011,2011,0,,13,0,0,0,0,0,0,3,6,4
39,1361,Toyota,Toyota Hilux,90,2012;2014,2012,2014,0,,90,0,0,0,0,9,2,16,39,24
39,1362,Toyota,Toyota i-Road,24,2013,2013,2013,0,,24,0,0,0,0,4,1,7,6,6
39,1363,Toyota,Toyota Tacoma,120,2011;2012;2013;2015,2011,2015,0,,120,0,0,0,0,13,7,11,62,27
39,1365,Toyota,Toyota FCV-R,22,2012,2012,2012,0,,22,0,0,0,0,5,0,6,7,4
39,1366,Toyota,Toyota FT-CH,25,2010,2010,2010,0,,25,0,0,0,0,2,3,8,9,3
39,1367,Toyota,Toyota Hi-CT,15,2007,2007,2007,0,,15,0,0,0,0,0,0,4,6,5
39,1368,Toyota,Toyota NS4,36,2012,2012,2012,0,,36,0,0,0,0,4,5,10,13,4
39,1370,Toyota,丰田Avalon,119,2006;2011;2013;2015,2006,2015,0,,119,0,0,0,0,16,9,19,50,25
39,1372,Toyota,Toyota FT-1,78,2014,2014,2014,0,,78,0,0,0,0,14,7,18,22,17
39,1374,Toyota,Toyota Matrix,59,2009;2011,2009,2011,0,,59,0,0,0,0,3,2,7,34,13
39,1375,Toyota,Toyota Urban Cruiser,50,2009,2009,2009,0,,50,0,0,0,0,5,4,14,19,8
39,1376,Toyota,Toyota 1X,10,2007,2007,2007,0,,10,0,0,0,0,1,5,1,3,0
39,1377,Toyota,Toyota FT-Bh,14,2012,2012,2012,0,,14,0,0,0,0,2,2,3,2,5
39,1378,Toyota,Toyota FT-EV,41,2010;2012,2010,2012,0,,41,0,0,0,0,8,4,9,14,6
39,1379,Toyota,Toyota ME.WE,44,2013,2013,2013,0,,44,0,0,0,2,2,2,4,19,15
39,1380,Toyota,Toyota RiN,16,2007,2007,2007,0,,16,0,0,0,0,0,0,5,7,4
39,1381,Toyota,Yuejia,9,2013,2013,2013,0,,9,0,0,0,0,2,1,1,4,1
39,1382,Toyota,Toyota FCV,49,2014,2014,2014,0,,49,0,0,0,0,10,8,7,18,6
39,1385,Toyota,YARiS L,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,21,18,20,37,24
39,1386,Toyota,Camry,196,2008;2009;2010;2011;2012;2013;2015,2008,2015,0,,196,0,0,0,0,37,25,31,62,41
39,1387,Toyota,Camry hybrid,30,2012,2012,2012,0,,30,0,0,0,0,4,5,7,7,7
39,1388,Toyota,Levin,120,2014,2014,2014,0,,120,0,0,0,0,19,19,25,35,22
39,1389,Toyota,Yaris,118,2008;2009;2011;2013;2015,2008,2015,0,,118,0,0,0,0,12,7,22,51,26
39,1390,Toyota,EZ,117,2011;2012;2014;2015,2011,2015,0,,117,0,0,0,0,18,19,22,36,22
39,1391,Toyota,EZ Crossover,6,2012,2012,2012,0,,6,0,0,0,0,1,1,1,2,1
39,1392,Toyota,Highlander,120,2009;2011;2012;2013,2009,2013,0,,120,0,0,0,0,20,15,16,40,29
40,1091,Zinoro,Zhinuo 1E,78,2014,2014,2014,0,,78,0,0,0,0,13,14,9,24,18
41,759,Jiulong,Aifei,17,2014,2014,2014,0,,17,0,0,0,0,2,3,3,5,4
41,760,Jiulong,Jiulong A5,11,2010,2010,2010,0,,11,0,0,0,0,2,0,0,6,3
41,761,Jiulong,Jiulong A6,11,2010,2010,2010,0,,11,0,0,0,0,2,0,2,5,2
41,762,Jiulong,Big MPV,12,2012,2012,2012,0,,12,0,0,0,0,2,1,1,6,2
42,1248,Isuzu,D-MAX,118,2014;2015,2014,2015,0,,118,0,0,0,1,14,17,19,36,31
43,1899,Wuling,Wulinghongguang,119,2010;2013;2014,2010,2014,0,,119,0,0,0,0,18,16,24,37,24
43,1901,Wuling,Wulingzhiguang,118,2010;2013;2014,2010,2014,0,,118,0,0,0,1,18,11,27,40,21
43,1902,Wuling,Xingwang,1,2008,2008,2008,0,,1,0,0,0,0,0,0,1,0,0
43,1903,Wuling,Xiaoxuanfeng,1,2008,2008,2008,0,,1,0,0,0,0,0,0,0,1,0
43,1904,Wuling,Wulingrongguang,115,2008;2011;2012;2014,2008,2014,0,,115,0,0,0,0,18,13,22,33,29
44,1763,AC Chnitzer,AC Schnitzer 1 Class,24,2011;2012,2011,2012,0,,24,0,0,0,0,4,4,5,6,5
44,1764,AC Chnitzer,AC Schnitzer 5 Class,53,2010;2011;2012,2010,2012,0,,53,0,0,0,0,5,6,13,18,11
44,1765,AC Chnitzer,AC Schnitzer 6 Class,10,2012,2012,2012,0,,10,0,0,0,0,2,2,2,2,2
44,1766,AC Chnitzer,AC Schnitzer 7 Class,4,2011,2011,2011,0,,4,0,0,0,0,1,0,1,2,0
44,1767,AC Chnitzer,AC Schnitzer MINI,8,2012,2012,2012,0,,8,0,0,0,0,1,1,2,2,2
44,1768,AC Chnitzer,AC Schnitzer X1,14,2010,2010,2010,0,,14,0,0,0,0,2,2,4,4,2
44,1769,AC Chnitzer,AC Schnitzer X3,16,2012,2012,2012,0,,16,0,0,0,0,2,2,4,4,4
44,1770,AC Chnitzer,AC Schnitzer X5,43,2008;2010;2011;2014,2008,2014,0,,43,0,0,0,0,7,7,6,12,11
44,1771,AC Chnitzer,AC Schnitzer X6,77,2008;2010;2011;2014;2015,2008,2015,0,,77,0,0,0,0,12,11,14,24,16
44,1772,AC Chnitzer,AC Schnitzer 3 Class,38,2008;2010;2012,2008,2012,0,,38,0,0,0,0,5,6,7,11,9
45,1025,Zoyte,Jiangnan TT,57,2010;2011,2010,2011,0,,57,0,0,0,0,11,8,12,16,10
45,1027,Zoyte,Zotye 5008,120,2008;2010;2011,2008,2011,0,5008,120,0,0,0,0,14,12,19,46,29
45,1028,Zoyte,Zotye M300,109,2009;2010;2011,2009,2011,0,,109,0,0,0,0,15,12,22,38,22
45,1029,Zoyte,Zotye T200,118,2011;2013;2014,2011,2014,0,,118,0,0,0,0,17,13,23,33,32
45,1030,Zoyte,Zotye T600,120,2011;2014,2011,2014,0,,120,0,0,0,0,20,15,25,37,23
45,1031,Zoyte,Zotye V10,50,2011;2012,2011,2012,0,,50,0,0,0,0,6,5,12,17,10
45,1032,Zoyte,Zotye Z100,120,2013,2013,2013,0,,120,0,0,0,0,17,12,23,39,29
45,1033,Zoyte,Zotye Z200,103,2011;2013,2011,2013,0,,103,0,0,0,0,15,15,20,32,21
45,1034,Zoyte,Zotye Z200HB,108,2011,2011,2011,0,,108,0,0,0,0,20,14,22,30,22
45,1035,Zoyte,Zotye Z300,118,2012;2013;2014,2012,2014,0,,118,0,0,0,1,20,11,21,38,27
45,1038,Zoyte,Zhidou E20,27,2014,2014,2014,0,,27,0,0,0,0,3,3,6,8,7
46,1288,Iveco,Power Daily,53,2009;2012;2013;2014,2009,2014,0,,53,0,0,0,0,7,7,8,19,12
46,1290,Iveco,Duling,17,2008;2009;2011,2008,2011,0,,17,0,0,0,0,6,1,0,10,0
46,1293,Iveco,Turbo Daily,21,2008;2011;2013,2008,2013,0,,21,0,0,0,0,3,1,4,9,4
46,1294,Iveco,Campagnola,52,2009,2009,2009,0,,52,0,0,0,0,4,0,6,39,3
46,1295,Iveco,Massif,19,2008,2008,2008,0,,19,0,0,0,0,0,0,0,19,0
47,1317,Bufori,La Joya,23,2012,2012,2012,0,,23,0,0,0,0,2,1,5,11,4
48,315,Porsche,Boxster,120,2009;2013;2014,2009,2014,0,,120,0,0,0,0,12,11,33,38,26
48,316,Porsche,Macan,120,2014,2014,2014,0,,120,0,0,0,1,13,9,18,43,36
48,317,Porsche,Panamera,120,2009;2010;2012;2013;2014;2015,2009,2015,0,,120,0,0,0,1,19,16,29,28,27
48,318,Porsche,Panamera hybrid,43,2012;2014,2012,2014,0,,43,0,0,0,0,6,4,7,16,10
48,319,Porsche,Porsche 911,132,2010;2011;2012;2013;2014,2010,2014,0,,132,0,0,0,1,15,16,28,41,31
48,320,Porsche,Porsche 918,120,2011;2012;2014;2015,2011,2015,0,,120,0,0,0,4,10,6,23,48,29
48,321,Porsche,Canyenne,120,2011;2013;2014;2015,2011,2015,0,,120,0,0,0,0,14,9,20,40,37
48,322,Porsche,Canyenne hybrid,42,2011;2015,2011,2015,0,,42,0,0,0,0,4,3,9,16,10
48,323,Porsche,Carrera GT,68,2004,2004,2004,0,,68,0,0,0,0,7,4,6,27,24
48,324,Porsche,Porsche 917,5,2014,2014,2014,0,,5,0,0,0,0,1,1,1,1,1
48,325,Porsche,Porsche 919,60,2014,2014,2014,0,,60,0,0,0,7,13,4,12,17,7
48,326,Porsche,Cayman,120,2009;2012;2013;2014;2016,2009,2016,0,,120,0,0,0,0,16,11,30,30,33
49,1434,Mitsuoka,Galue,37,2010;2011,2010,2011,0,,37,0,0,0,0,6,3,1,16,11
49,1435,Mitsuoka,Orochi,56,2010;2011;2014,2010,2014,0,,56,0,0,0,0,9,6,8,19,14
49,1436,Mitsuoka,Himiko,72,2010;2011,2010,2011,0,,72,0,0,0,0,10,6,4,28,24
50,1119,Chrysler,Town,4,2010,2010,2010,0,,4,0,0,0,0,0,0,0,2,2
50,1121,Chrysler,Chrysler  200C,26,2009,2009,2009,0,,26,0,0,0,0,0,0,4,14,8
50,1122,Chrysler,Chrysler  Sebring,42,2009,2009,2009,0,,42,0,0,0,0,1,0,21,10,10
50,1123,Chrysler,Prowler,63,2002;2011,2002,2011,0,,63,0,0,0,1,9,5,4,27,17
50,1125,Chrysler,Chrysler 200,120,2013;2014;2015,2013,2015,0,,120,0,0,0,0,23,10,25,33,29
50,1126,Chrysler,Chrysler Delta,63,2012,2012,2012,0,,63,0,0,0,0,4,5,11,31,12
50,1127,Chrysler,Chrysler Ypsilon,45,2012,2012,2012,0,,45,0,0,0,0,1,3,10,16,15
50,1128,Chrysler,Chrysler 700C,8,2012,2012,2012,0,,8,0,0,0,0,0,1,5,0,2
50,1129,Chrysler,Chrysler 300C SRT,106,2008;2010;2012,2008,2012,0,,106,0,0,0,0,10,7,8,52,29
50,1131,Chrysler,Chrysler 300C,119,2006;2012;2013;2014,2006,2014,0,,119,0,0,0,0,17,14,32,32,24
50,1132,Chrysler,Grand Voager,90,2007;2012;2013;2014,2007,2014,0,,90,0,0,0,0,13,11,15,30,21
51,1155,Lamorghini,Aventador,119,2011;2012;2013;2015;2016,2011,2016,0,,119,0,0,0,7,17,6,36,34,19
51,1156,Lamorghini,Reventon,54,2008;2010,2008,2010,0,,54,0,0,0,2,8,2,13,18,11
51,1157,Lamorghini,Insecta,10,,,,10,,10,0,0,0,1,1,1,2,3,2
51,1158,Lamorghini,Estoque,23,2009,2009,2009,0,,23,0,0,0,0,3,2,4,8,6
51,1159,Lamorghini,Gallardo,120,2008;2009;2010;2011;2012;2013;2014,2008,2014,0,,120,0,0,0,1,19,11,13,51,25
51,1160,Lamorghini,Urus,39,2012,2012,2012,0,,39,0,0,0,0,1,2,10,14,12
51,1162,Lamorghini,Veneno,120,2013;2014,2013,2014,0,,120,0,0,0,6,14,9,17,38,36
51,1163,Lamorghini,Egoista,20,2013,2013,2013,0,,20,0,0,0,2,2,3,4,6,3
51,1164,Lamorghini,5-95 Zagato,4,2014,2014,2014,0,,4,0,0,0,0,0,1,1,1,1
51,1165,Lamorghini,Huracan,120,2014;2015,2014,2015,0,,120,0,0,0,2,17,8,19,49,25
52,1759,Kombat,Hector,17,2011,2011,2011,0,,17,0,0,0,0,1,1,5,7,3
53,763,Cadillac,Seville SLS,120,2009;2010;2011;2012,2009,2012,0,,120,0,0,0,0,19,14,16,38,33
53,764,Cadillac,Cadillac XTS,120,2011;2013;2014;2015,2011,2015,0,,120,0,0,0,0,19,17,22,37,25
53,765,Cadillac,Cadillac CTS,129,2009;2010;2011;2012;2013;2014,2009,2014,0,,129,0,0,0,0,21,15,21,38,34
53,766,Cadillac,Cadillac ATS-L,120,2014,2014,2014,0,,120,0,0,0,0,20,14,17,39,30
53,767,Cadillac,Cadillac ATS,120,2013;2014;2015;2016,2013,2016,0,,120,0,0,0,0,13,9,23,46,29
53,770,Cadillac,Cadillac SRX,120,2010;2011;2012;2013;2014;2015,2010,2015,0,,120,0,0,0,0,23,11,20,35,31
53,771,Cadillac,Escalade,120,2010;2013;2014;2015,2010,2015,0,,120,0,0,0,0,14,5,18,64,19
53,772,Cadillac,Escalade hybrid,40,2009;2010,2009,2010,0,,40,0,0,0,0,6,4,4,16,10
53,773,Cadillac,Cadillac BLS,34,2008,2008,2008,0,,34,0,0,0,0,0,0,1,22,11
53,776,Cadillac,Cadillac ELR,120,2014,2014,2014,0,,120,0,0,0,0,10,7,27,55,21
53,777,Cadillac,Cadillac Ciel,26,2011;2012,2011,2012,0,,26,0,0,0,0,0,2,8,11,5
53,778,Cadillac,Elmiraj,46,2013,2013,2013,0,,46,0,0,0,1,5,2,6,22,10
54,187,Buck,encore,120,2013;2014;2015,2013,2015,0,,120,0,0,0,1,21,16,24,30,28
54,188,Buck,Buick GL8 Luxury Business,76,2011;2013;2014,2011,2014,0,,76,0,0,0,0,11,9,18,18,20
54,189,Buck,Buick GL8 Business,120,2008;2011;2012;2013;2014,2008,2014,0,,120,0,0,0,9,16,14,23,31,27
54,190,Buck,Regal,152,2009;2010;2011;2012;2013;2014,2009,2014,0,,152,0,0,0,0,25,22,31,35,39
54,191,Buck,Regal GS,105,2011;2012;2013;2014,2011,2014,0,,105,0,0,0,0,13,13,20,31,28
54,192,Buck,Lacrosse,182,2008;2009;2010;2011;2012;2013;2014,2008,2014,0,,182,0,0,0,0,27,24,37,55,39
54,193,Buck,Lacrosse eAssist,6,2011,2011,2011,0,,6,0,0,0,0,1,1,1,1,2
54,194,Buck,Exclle,120,2011;2013,2011,2013,0,,120,0,0,0,0,23,17,23,30,27
54,195,Buck,Park Avenue,118,2007;2009;2010;2011,2007,2011,0,,118,0,0,0,0,20,12,20,36,30
54,196,Buck,EXCELLE  GT,303,2010;2011;2012;2013;2015,2010,2015,0,,303,0,0,0,0,44,41,68,82,68
54,197,Buck,EXCELLE  XT,120,2010;2012;2013;2014,2010,2014,0,,120,0,0,0,0,19,16,27,28,30
54,200,Buck,Buick Riviera,83,1965;2013,1965,2013,0,,83,0,0,0,3,7,13,17,20,23
54,201,Buck,Envision,120,2014;2015,2014,2015,0,,120,0,0,0,1,21,16,16,40,26
54,202,Buck,Enclave,119,2009;2010;2013;2014,2009,2014,0,,119,0,0,0,0,18,16,22,37,26
54,204,Buck,Buick Encore,33,2013;2015,2013,2015,0,,33,0,0,0,0,3,3,6,13,8
54,206,Buck,Buick Business,32,2009,2009,2009,0,,32,0,0,0,1,3,4,9,10,5
54,207,Buck,Buick Verano,17,2013;2015,2013,2015,0,,17,0,0,0,0,1,0,0,14,2
54,208,Buck,Envision abroad version,14,2011,2011,2011,0,,14,0,0,0,0,1,1,6,4,2
55,1588,Lifan,Fengshun,55,2010;2011,2010,2011,0,,55,0,0,0,0,5,7,12,18,13
55,1589,Lifan,Lifan 330,120,2014,2014,2014,0,,120,0,0,0,0,18,14,20,42,26
55,1590,Lifan,Lifan 520,120,2006;2007;2008;2010;2011;2012,2006,2012,0,,120,0,0,0,0,18,14,16,46,26
55,1591,Lifan,Lifan 521i,67,2008;2010;2011;2012,2008,2012,0,,67,0,0,0,0,11,9,12,21,14
55,1592,Lifan,Lifan 530,119,2013;2014,2013,2014,0,,119,0,0,0,0,18,14,21,38,28
55,1593,Lifan,Lifan 620,118,2008;2009;2010;2012,2008,2012,0,,118,0,0,0,0,21,10,23,41,23
55,1594,Lifan,Lifan 630,103,2013;2014,2013,2014,0,,103,0,0,0,0,15,12,21,32,23
55,1595,Lifan,Lifan 720,119,2013;2014,2013,2014,0,,119,0,0,0,0,21,13,24,37,24
55,1596,Lifan,Lifan X50,90,2013;2014;2015,2013,2015,0,,90,0,0,0,1,13,11,17,32,16
55,1597,Lifan,Lifan X60,120,2011;2012;2013,2011,2013,0,,120,0,0,0,0,19,13,19,41,28
55,1598,Lifan,Xingshun,26,2011,2011,2011,0,,26,0,0,0,0,5,3,3,11,4
55,1601,Lifan,Lifan 320,119,2009;2010;2011;2012,2009,2012,0,,119,0,0,0,0,20,12,19,38,30
56,822,Lorinser,Lorinser M Class,22,2010,2010,2010,0,,22,0,0,0,0,4,4,6,4,4
56,823,Lorinser,Lorinser S Class,54,2010;2012,2010,2012,0,,54,0,0,0,0,9,3,6,29,7
56,824,Lorinser,Lorinser C Class,12,2008,2008,2008,0,,12,0,0,0,0,1,0,2,5,4
56,825,Lorinser,Lorinser G Class,63,2011,2011,2011,0,,63,0,0,0,0,7,6,13,25,12
56,826,Lorinser,Lorinser E Class,24,2009,2009,2009,0,,24,0,0,0,0,4,4,6,7,3
57,1606,Rolls-Royce,Ghost,120,2010;2012;2013;2014;2015,2010,2015,0,,120,0,0,0,0,21,14,21,38,26
57,1607,Rolls-Royce,Wraith,145,2013;2014;2015,2013,2015,0,,145,0,0,0,0,16,14,21,58,36
57,1608,Rolls-Royce,Phantom,120,2011;2012;2013;2014;2015,2011,2015,0,,120,0,0,0,1,18,6,23,48,24
58,327,BAW,BAW BJ40,119,2010;2014,2010,2014,0,,119,0,0,0,0,13,10,24,41,31
58,328,BAW,BAW E Series sedan,112,2013,2013,2013,0,,112,0,0,0,0,15,15,20,34,28
58,329,BAW,BAW C60,14,2010;2011,2010,2011,0,,14,0,0,0,0,0,2,2,6,4
58,330,BAW,BAW C71,19,2010;2011,2010,2011,0,,19,0,0,0,0,3,3,3,7,3
58,331,BAW,BAW B61,9,2010;2011,2010,2011,0,,9,0,0,0,0,0,1,2,4,2
58,332,BAW,BAW C30,7,2011,2011,2011,0,,7,0,0,0,0,1,0,5,1,0
58,333,BAW,BAW C90L,9,2012,2012,2012,0,,9,0,0,0,0,2,1,2,2,2
58,334,BAW,BAW C51X,32,2012;2013,2012,2013,0,,32,0,0,0,0,10,2,5,9,6
58,335,BAW,BAW T60,10,2011,2011,2011,0,,10,0,0,0,0,2,1,3,2,2
58,336,BAW,concept500,10,2013,2013,2013,0,,10,0,0,0,0,2,0,4,4,0
58,337,BAW,concept900,11,2013,2013,2013,0,,11,0,0,0,0,3,0,2,5,1
58,338,BAW,BAW B90,10,2010,2010,2010,0,,10,0,0,0,0,2,2,2,4,0
58,339,BAW,BAW C50E,6,2012,2012,2012,0,,6,0,0,0,0,2,0,1,3,0
58,342,BAW,BAW E Series hatchback,178,2012;2013,2012,2013,0,,178,0,0,0,0,25,24,38,49,42
59,355,Baihc,BJ212,49,2012,2012,2012,0,,49,0,0,0,0,8,3,9,18,11
59,356,Baihc,Luba,16,2006;2012,2006,2012,0,,16,0,0,0,0,1,1,3,8,3
59,357,Baihc,Luling,7,2012,2012,2012,0,,7,0,0,0,0,2,0,0,3,2
59,358,Baihc,Qishi,4,2009,2009,2009,0,,4,0,0,0,0,1,0,2,1,0
59,359,Baihc,Ruiling,10,2013,2013,2013,0,,10,0,0,0,0,1,0,2,5,2
59,360,Baihc,Yongshi,46,2008;2009;2014,2008,2014,0,,46,0,0,0,0,6,5,8,15,12
59,361,Baihc,Yusheng 007,66,2011;2013,2011,2013,0,,66,0,0,0,0,10,8,12,18,18
59,362,Baihc,Yueling,20,2012,2012,2012,0,,20,0,0,0,0,2,2,2,10,4
59,363,Baihc,Juedoushi,12,2010,2010,2010,0,,12,0,0,0,0,3,2,2,2,3
60,350,Beiqiweiwang,Weiwang 205,113,2012;2013,2012,2013,0,,113,0,0,0,0,18,15,22,36,22
60,351,Beiqiweiwang,Weiwang 307,85,2014,2014,2014,0,,85,0,0,0,0,10,10,15,28,22
60,352,Beiqiweiwang,Weiwang M20,115,2013;2014,2013,2014,0,,115,0,0,0,0,16,18,26,31,24
60,353,Beiqiweiwang,Weiwang 306,109,2011;2013;2014,2011,2014,0,,109,0,0,0,0,12,15,22,35,25
61,348,Beiqihuansu,Huansu S2,119,2014;2015,2014,2015,0,,119,0,0,0,0,15,13,25,35,31
61,349,Beiqihuansu,Huansu S3,120,2014;2015,2014,2015,0,,120,0,0,0,0,15,8,32,42,23
62,354,Beiqi New Energy,BAW E150 EV,103,2012;2013;2014;2015,2012,2015,0,,103,0,0,0,0,15,14,17,31,26
63,1465,Huapu,Haijing,31,2009;2010,2009,2010,0,,31,0,0,0,0,4,3,4,13,7
63,1469,Huapu,Haiyue,1,2009,2009,2009,0,,1,0,0,0,0,0,0,0,1,0
64,1451,Huatai,Baolige,120,2012;2013;2014,2012,2014,0,,120,0,0,0,1,22,16,21,36,24
64,1452,Huatai,Lusheng E70,119,2010;2011;2013,2010,2013,0,,119,0,0,0,0,22,12,18,42,25
64,1453,Huatai,Shengdafei,120,2008;2009;2010;2011;2012;2013,2008,2013,0,,120,0,0,0,0,22,16,19,40,23
64,1454,Huatai,Tekala,112,2004;2005;2008;2009;2010;2012,2004,2012,0,,112,0,0,0,0,17,10,20,43,22
64,1455,Huatai,Xinshengdafei,64,2014;2015,2014,2015,0,,64,0,0,0,0,10,7,11,21,15
64,1457,Huatai,Huatai B11,118,2011;2012,2011,2012,0,,118,0,0,0,0,15,10,21,47,25
65,1316,Huaqi,HORKI-1,16,2013,2013,2013,0,,16,0,0,0,0,3,1,2,7,3
66,1994,Carlsson,Carlsson C,7,2012,2012,2012,0,,7,0,0,0,0,1,0,2,2,2
66,1995,Carlsson,CarlssonCS,3,2012,2012,2012,0,,3,0,0,0,0,0,0,0,2,1
66,1996,Carlsson,CarlssonCK,5,2013,2013,2013,0,,5,0,0,0,0,0,0,0,4,1
66,1997,Carlsson,CarlssonCML,1,2013,2013,2013,0,,1,0,0,0,0,0,0,0,1,0
66,1998,Carlsson,CarlssonCGL,4,2012,2012,2012,0,,4,0,0,0,0,0,0,0,3,1
67,1698,Shuanghuan,Shuanghuan SCEO,112,2005;2006;2009;2010;2011,2005,2011,0,,112,0,0,0,0,18,8,21,44,21
67,1699,Shuanghuan,Nobel,94,2009;2010,2009,2010,0,,94,0,0,0,1,17,6,14,40,16
68,933,Shuanglong,Actyon,115,2008;2010;2011;2013;2014,2008,2014,0,,115,0,0,0,0,16,15,25,36,23
68,934,Shuanglong,Rexton,105,2004;2006;2011;2013;2014,2004,2014,0,,105,0,0,0,1,14,11,16,34,29
68,935,Shuanglong,Rexton W,145,2013;2014;2015,2013,2015,0,,145,0,0,0,0,21,17,27,46,34
68,936,Shuanglong,Rodius,120,2007;2008;2013;2014,2007,2014,0,,120,0,0,0,0,16,14,23,42,25
68,937,Shuanglong,Kyron,120,2006;2007;2010;2011,2006,2011,0,,120,0,0,0,0,15,11,22,42,30
68,938,Shuanglong,Chairman,103,2002;2004;2011;2012,2002,2012,0,,103,0,0,0,0,17,11,19,35,21
68,939,Shuanglong,Ssang Yong XIV-2,29,2012;2014,2012,2014,0,,29,0,0,0,0,1,2,9,11,6
68,940,Shuanglong,Ssang Yong e-XIV,17,2012,2012,2012,0,,17,0,0,0,0,1,1,4,5,6
68,941,Shuanglong,Ssang Yong SIV-1,26,2013,2013,2013,0,,26,0,0,0,0,3,2,6,7,8
68,942,Shuanglong,Ssang Yong XIV-1,13,2011,2011,2011,0,,13,0,0,0,0,0,0,5,5,3
68,943,Shuanglong,Ssang Yong XIV,45,2014;2015,2014,2015,0,,45,0,0,0,6,3,2,11,13,10
68,944,Shuanglong,Korando,120,2011;2013;2014;2015,2011,2015,0,,120,0,0,0,0,19,14,25,34,28
69,1472,Geely,Geely GC7,118,2012;2013,2012,2013,0,,118,0,0,0,0,20,14,15,44,25
69,1473,Geely,Geely GX2,111,2010;2011;2012,2010,2012,0,,111,0,0,0,0,13,12,20,39,27
69,1474,Geely,Geely GX7,119,2012;2013;2014;2015,2012,2015,0,,119,0,0,0,0,11,16,29,39,24
69,1475,Geely,Geely SC3,125,2012;2014,2012,2014,0,,125,0,0,0,0,19,15,23,41,27
69,1476,Geely,Geely SC5-RV,96,2010;2011,2010,2011,0,,96,0,0,0,0,13,9,14,34,26
69,1477,Geely,Geely SC6,38,2012,2012,2012,0,,38,0,0,0,0,5,5,10,10,8
69,1478,Geely,Geely SC7,53,2010;2011;2012;2014,2010,2014,0,,53,0,0,0,0,7,6,8,20,12
69,1479,Geely,Geely SX7,112,2013;2014,2013,2014,0,,112,0,0,0,0,15,13,24,33,27
69,1480,Geely,Geely TX4,120,2009;2012,2009,2012,0,,120,0,0,0,0,17,11,17,56,19
69,1481,Geely,King Kong CROSS,61,2011;2014,2011,2014,0,,61,0,0,0,0,7,4,12,25,13
69,1482,Geely,King Kong hatchback,20,2011;2014,2011,2014,0,,20,0,0,0,0,2,1,4,7,6
69,1483,Geely,King Kong sedan,106,2007;2009;2010;2011;2013;2014,2007,2014,0,,106,0,0,0,0,21,11,17,37,20
69,1484,Geely,Jinying,78,2008;2010,2008,2010,0,,78,0,0,0,0,10,6,9,37,16
69,1485,Geely,Jinying CROSS,11,2010;2011,2010,2011,0,,11,0,0,0,0,2,1,2,4,2
69,1486,Geely,Classic Imperial hatchback,138,2009;2010;2011;2012;2013,2009,2013,0,,138,0,0,0,0,22,14,21,50,31
69,1487,Geely,Classic Imperial sedan,101,2009;2010;2012;2013,2009,2013,0,,101,0,0,0,0,16,12,18,31,24
69,1488,Geely,Imperial hatchback,60,2013;2014,2013,2014,0,,60,0,0,0,0,7,7,8,19,19
69,1489,Geely,Imperial sedan,31,2013;2014,2013,2014,0,,31,0,0,0,0,5,4,4,12,6
69,1490,Geely,Panda,120,2009;2010;2011;2013;2014,2009,2014,0,,120,0,0,0,0,23,16,19,38,24
69,1491,Geely,Panda CROSS,45,2011;2014,2011,2014,0,,45,0,0,0,0,7,3,7,20,8
69,1492,Geely,Vision,120,2006;2009;2010;2011;2013;2014;2015,2006,2015,0,,120,0,0,0,0,16,11,15,55,23
69,1493,Geely,Chinese Dragon,23,2009,2009,2009,0,,23,0,0,0,0,4,3,4,7,5
69,1494,Geely,Ziyoujian,119,2006;2010;2011;2012;2015,2006,2015,0,,119,0,0,0,0,21,10,13,51,24
69,1495,Geely,Geely EV8,23,2009,2009,2009,0,,23,0,0,0,0,4,4,4,7,4
69,1496,Geely,Geely EX9,10,2010,2010,2010,0,,10,0,0,0,0,2,2,2,2,2
69,1497,Geely,Geely GT,14,2010,2010,2010,0,,14,0,0,0,0,3,3,2,3,3
69,1498,Geely,Geely GE,17,2009;2010,2009,2010,0,,17,0,0,0,0,5,1,3,5,3
